protein1	protein2
1054	81488
57338	80317
7762	55663
5274	6768
3181	51230
817	165215
9283	200894
3709	9840
5596	8445
8678	84662
11156	23365
3326	10188
23158	256979
5359	7905
9217	27131
3024	51199
1021	25836
10971	23426
7321	64844
6804	149371
4034	145501
2258	23076
27130	55662
65117	116173
9513	55633
1485	6386
6094	60314
301	29116
10099	161291
7532	26037
7532	10746
5304	55721
116412	386675
6293	147700
7375	8315
3801	7431
575	6640
573	3308
4100	80028
9545	136263
1690	28755
2151	4690
2037	10971
4233	11014
26146	55929
7316	171023
90070	153642
7020	7422
758	10576
9513	153527
39	23043
29978	140258
4070	25909
3212	283385
6732	147339
2257	80139
8440	79734
1029	4194
1107	10915
10988	79368
2572	283985
6434	406891
56131	56132
910	3107
351	91133
2299	83640
9374	51378
5876	51560
283358	387837
6660	9442
90070	164395
9124	283788
545	9730
5125	136853
5705	8856
79959	90864
80254	125113
29956	51160
11247	392399
2801	57459
2617	57410
5355	9650
4037	10908
9883	100137047
9747	22919
4332	94235
6696	64101
6732	55796
6165	10397
26160	84626
1956	5777
79443	163786
7024	80028
6167	51023
727	3078
10767	122961
56704	64326
7468	23185
351	5524
7707	84708
79661	122704
3007	51087
7762	65982
4113	10153
291	3671
27153	55228
6558	219995
113277	493856
51199	79000
7101	285598
9532	26038
51241	644054
9789	54210
6871	7314
6167	11197
5939	80742
119	157570
1915	9587
1616	6217
56269	80028
3799	9641
187	347688
9149	23132
9463	56904
5305	57669
6045	6240
56658	80019
8349	9961
8674	205860
4085	64682
3881	348174
64400	84376
9563	30815
23365	122011
3980	7515
2274	55734
3182	64425
6047	10826
23326	222255
1612	29095
2932	8313
79441	200081
55633	83900
51098	64792
5162	54971
55267	729233
142	3980
1687	80254
9260	79005
367	83637
57542	84100
3064	7341
6428	27316
776	3783
9669	27044
5357	85409
1398	29998
487	5825
2661	3009
5721	9641
25818	51603
7262	727837
1760	1822
2805	653499
27252	56109
10342	60561
8405	10048
30850	79036
6299	9618
6708	10971
248	388677
1454	7770
90957	135293
841	8473
5290	9265
26205	117248
10921	54994
60	7083
2275	3091
10236	406985
14	11345
11258	83878
3846	85291
2775	51409
5970	23054
7726	55228
2530	4124
4292	26240
9724	125115
4683	5922
22948	84261
83877	84300
1191	83741
2066	23336
79869	406884
8630	283458
29890	84861
9841	51087
3603	133923
4869	57187
54206	80349
91445	399909
896	22809
8793	26020
90203	152992
9146	9783
79837	84938
551	4591
10418	51053
6203	64965
23186	51317
11101	22865
23281	164127
4170	5300
6779	64114
1600	122183
29993	219790
8543	170463
8087	55633
6256	10002
2624	3934
84675	85476
3312	56996
2823	81553
81494	117159
51075	613212
9412	116931
4726	374291
11277	23627
6303	145282
57511	84342
373	253827
53834	54765
5359	9721
9531	79961
5931	441525
4077	342371
351	26156
3326	26576
8635	10954
5304	29888
51659	84296
8366	160760
4802	729233
56912	80824
202151	440295
10152	55588
4092	6660
2534	6655
1136	55711
8925	27342
30850	84688
2547	5997
5706	5707
23390	55152
10575	84871
9530	91419
26100	92399
3885	9724
11099	57144
23404	54512
6285	79710
51350	83541
3934	353142
1363	55825
1643	2873
3452	130507
10775	26578
351	51295
2515	57168
2318	84675
6811	116841
472	2357
4069	55761
6314	10252
7316	84640
6386	8408
2932	10059
1643	23358
9456	11117
1019	7593
5866	56156
5892	51421
1261	6293
23294	23650
1975	8661
5359	27332
9382	54940
7675	169841
23585	81853
26027	83888
56125	91807
90933	220108
60401	100130348
491	284099
3652	83706
56993	81855
23294	255488
4988	23039
1196	54819
10438	25926
351	51105
80731	127833
6648	7184
6868	7903
23543	407041
1026	170959
1499	92369
6462	9622
1445	5921
57515	114571
1725	5966
3563	4690
2650	3309
51297	148398
23309	64426
2357	85456
1654	406950
4223	112812
955	2932
5305	11129
55132	146310
2099	4435
3798	57511
150350	400793
60491	80308
5739	23042
50944	79674
3845	23401
4604	5894
3066	3667
8260	25764
11117	27018
2064	116449
5691	5717
5591	10971
2035	23020
9775	79768
23350	574031
3313	5781
11041	84889
837	838
7189	51504
7170	11319
3798	55584
55818	84630
215	1493
4319	90187
5710	23327
1822	55072
3875	84260
11274	23390
815	3093
90993	100288797
4609	5292
6421	51741
3400	161742
7251	80254
55199	81557
27074	55127
3009	84455
10385	200232
6124	64061
10912	284390
1488	6234
4734	7316
9411	23411
10412	151278
6386	339834
4734	23559
11212	79019
161	1956
63915	84889
4589	10879
5174	400745
9826	440563
6091	386653
3006	55891
10200	10438
23513	55208
1412	337878
6492	9500
55753	255403
23052	389072
10813	25814
3598	5591
5562	81628
8473	11273
93621	219402
51335	63875
7148	63979
894	6790
4217	25929
3481	11030
203197	386724
1460	55048
6194	8575
80727	133482
51069	79039
890	5886
1277	4811
7157	55226
5295	10006
5739	8766
84236	255231
386681	100131997
23236	84634
1445	1601
201475	347730
3881	9113
9463	353323
7982	55584
5252	56006
344022	644524
55624	219527
6147	8602
3598	9026
9536	401152
2200	3273
54585	55128
5295	8878
9370	23786
5371	29843
1956	23770
4752	55143
140688	406989
5045	5271
1485	7917
4176	8318
1522	4706
1543	3241
832	55052
6635	57819
25923	26290
56829	84365
114804	157567
5806	9889
894	84662
2339	79814
3107	3117
6608	11345
3646	8668
10133	100506753
9817	132864
5631	26286
55177	112858
3087	59272
64949	64969
6919	7745
26277	134492
3315	157773
4010	5090
250	8013
2039	53635
3485	129401
1019	8405
2962	6722
873	5792
25818	63905
1412	80125
2035	5704
2288	125336
56929	84445
10672	55970
1051	6688
23641	220136
2011	10193
5649	8878
3164	7157
51562	84675
1659	3183
23382	90655
1147	7132
6118	84126
386681	653123
241	9874
7083	150365
51296	386682
4005	4478
1153	10657
6349	375790
8260	117178
9928	57326
78996	120892
2811	6403
201292	347862
5144	100132565
5062	7335
5295	120892
822	161742
9570	100132565
3551	10987
23421	84335
8424	57698
10791	81853
29088	54534
64599	200186
1446	50717
4133	26747
9775	154043
7431	11244
5355	79922
8558	27246
5966	84445
7697	26468
56957	90268
9391	120534
2512	285590
9260	84901
4287	57159
27348	387837
11051	407044
23122	27076
6522	56923
2885	26275
7348	143425
4952	5861
659	1674
24144	257397
2923	100132403
347516	644890
4879	11077
8658	27185
7314	9114
116841	160364
5819	386681
174	23411
1487	23119
3326	8621
51251	84876
3921	6204
2358	136263
8555	55322
567	3806
4790	79155
5886	9802
1346	25840
1398	55139
5971	6193
7201	54815
973	3587
10944	23446
23212	29997
5610	406881
2335	50999
9722	85403
2547	8850
3326	6449
5407	345274
4771	167838
4005	7329
2517	29978
10155	285268
10345	56674
22838	431707
396	1967
2896	171169
5413	55964
4223	8692
10459	79899
5311	132228
9172	114905
5550	5564
988	406900
2332	7123
6223	253635
273	5530
351	7172
1406	9812
6209	6426
9095	27287
3575	114034
7718	29775
1600	84708
2171	7428
9637	57338
4695	4701
2760	30815
5859	254187
2207	57709
839	80111
10204	25888
23154	65057
3303	23426
23163	55690
3240	7052
2743	57348
2876	5597
1192	10549
23032	53340
2064	9049
5774	54819
6571	9057
351	3688
6285	25879
81572	84851
3064	83478
54739	91107
23327	92344
10534	23196
2840	80210
8826	266812
8776	56271
6867	23028
9463	130026
55527	127294
22937	84514
2814	55631
5411	9775
8676	29110
2060	4690
1616	23067
1104	7088
3053	57683
5616	23294
6293	55127
79810	201799
4036	26232
5499	84280
3956	8516
3667	23178
4215	5202
6733	64097
158297	340602
9931	150160
26354	84164
23446	27076
79714	448834
6029	11171
7919	80145
7023	11340
6622	26468
7779	10317
51142	54796
5698	51371
26121	159163
2840	84668
11345	139341
6733	57602
5368	25793
5339	55728
8997	10013
7915	117178
81671	200232
347	84897
5376	85352
80346	169026
81029	346689
811	203068
310	151230
9919	63929
5189	54886
10630	112744
719	128486
10539	81565
988	79571
363	55260
56969	84450
2683	57709
5119	7525
8607	10285
3927	146279
5518	152206
9092	10921
4035	347688
828	9787
8345	84661
8767	9928
1104	7375
11143	79886
51099	80003
1018	388333
84248	168544
9240	29887
1211	8867
7348	83899
5783	399818
25817	79633
55365	219402
51227	56913
892	6837
3091	25950
2873	55643
8731	26133
7532	60313
1158	4653
10475	80212
27128	54883
56339	441525
1406	30012
6449	6844
1800	64151
25929	79760
55110	57541
57506	80196
9991	574411
2623	23371
6421	407048
351	6279
9522	57142
1616	84629
2669	79983
1822	84465
3725	54544
23450	406989
6307	59285
7227	7341
2896	10897
6154	7818
51053	653361
5971	6604
11030	57715
4690	9231
23412	441933
3846	56924
57109	79661
1019	64210
10175	55379
55011	84859
9783	54971
11022	83987
2332	3987
3064	6146
7753	117178
3884	53358
1026	10641
3507	10381
3359	493869
10286	23637
6302	653519
4188	284346
3848	10363
5806	27006
58508	140735
4110	79706
7128	51132
4841	79365
2623	6597
4512	28958
196051	245972
5987	9531
682	57020
10565	126364
861	1786
7074	144100
3104	653121
8726	55284
396	1660
839	5928
554	54331
3010	339230
104	9933
23671	51148
51367	138716
10653	10712
23064	360132
51234	135927
8575	84248
26024	84340
3803	3808
83895	387266
1407	4862
3123	9451
10856	255626
248	11269
3358	253782
351	2972
8353	84146
131616	347735
3091	26524
6449	23208
10949	406952
3836	55342
57215	79008
9466	202052
3842	10482
6780	51121
7678	117178
5201	9659
50674	146956
56956	143884
837	6627
11100	93233
7185	402381
9027	55833
2355	9266
6137	7014
3883	23549
10458	51593
642	256281
6122	84656
8440	79368
6821	285636
10658	407048
8404	11072
54763	55138
4007	51298
1032	3164
7291	7547
6421	56915
3024	8815
1363	5562
3184	4354
3964	57670
57699	79874
4704	55967
3708	51475
7448	94235
4249	5329
11339	50804
5516	27030
523	1026
2058	406979
6500	345930
353323	100130086
4846	9159
54764	117283
2887	55844
3659	54739
64395	64396
25841	131118
81567	386676
2534	9054
4035	151176
6838	26354
2624	6688
3096	8553
28227	29844
8985	283948
50852	147906
11059	143458
489	10312
1996	7275
2329	57414
22902	57604
24144	27341
1385	5451
7083	63874
3853	10456
23091	124245
29934	56475
4214	26043
6733	90324
2547	11198
51493	406884
11007	196441
57592	79734
4690	26999
4734	9413
282991	100287932
9454	60484
2040	9670
22868	26024
10199	29777
1390	6895
4688	5880
4189	353174
27076	57552
5690	25793
951	222662
6613	7430
4036	55805
685	7791
23389	55294
57459	203259
5141	29948
3689	23760
284325	448834
2993	8369
8359	80764
125115	254173
325	2214
841	11311
3934	10266
55353	57611
3934	167838
6125	100169758
1437	167465
55106	55845
570	10524
1816	2778
57120	92922
4863	150248
468	4943
8000	8674
51170	441161
1990	81027
51614	170261
84705	101060321
207	10598
5954	84616
26037	284615
7186	55707
6286	10116
6185	341208
2931	3150
3559	26046
1387	3725
3189	406933
9119	375791
6583	55744
3959	27036
6141	84872
2280	6203
4714	9217
51068	388633
1164	64857
7532	57622
3065	8819
7125	10455
113452	222642
4738	11201
65062	92736
4188	90060
10425	29089
1937	3735
2324	79705
3927	9513
3181	406979
2066	11221
49856	50628
6169	8848
60561	255631
4544	9700
2690	9616
6386	51538
5036	7334
4609	4644
3744	65055
25885	84553
11014	80097
9759	22807
11178	64147
23184	79953
2264	51343
9201	9846
2766	51292
9665	255967
1020	10923
2274	54477
51024	200232
5265	148156
2115	10499
1953	4152
84624	653499
55734	133522
5214	373156
11318	51606
6432	10921
146542	170575
9271	10728
5347	5481
1062	3337
3895	7448
8766	26056
6128	55646
8289	56156
662	1534
3915	84569
7531	9759
1879	11281
351	207063
1363	2975
7328	140432
84108	84675
5977	57172
9716	406899
9463	55885
638	5355
7294	10320
3881	10417
6867	26240
6565	10204
8773	10791
7716	353135
81035	257019
2	6532
5824	55052
4605	89870
23144	84154
1795	3198
3183	4321
5585	7775
54507	64396
3183	132430
6500	199223
6013	58485
2192	3965
84102	115653
56006	337879
6727	6731
3093	7247
6505	374395
1107	4602
23132	83640
10015	50618
3181	3182
10987	127833
6139	51121
5516	55171
3055	386681
4041	57689
3679	64881
88	4606
5813	407041
26994	400629
729246	100128927
9252	10743
2621	3822
55768	84894
26354	57693
801	9188
2769	10513
29777	51023
2309	7533
6196	50944
5976	90326
4113	6727
4108	85456
8553	10783
28962	79607
54346	55652
54557	84141
805	10868
10682	150082
7532	29896
64854	440275
57709	403313
1894	7417
2885	9948
7851	26580
7189	283464
9982	51191
7277	145741
5535	6790
8805	158399
3066	57459
3920	10783
3710	3889
56125	131566
55219	353142
83463	101060226
54971	86614
51224	79036
6285	64858
54813	57565
192111	406887
64965	343641
5202	10681
1401	6710
2145	22823
4193	503639
10404	100510688
2217	57511
55211	84948
84318	91683
1612	10797
9470	388677
5634	9397
9524	29924
50863	388677
6280	7545
1453	84232
2255	7873
10020	386681
6273	23414
4236	10432
5903	400966
7976	128817
5601	284403
84191	90993
4920	337967
25813	54536
7185	51324
10403	51019
7469	30011
64431	255626
23268	55740
3198	7205
5300	51188
2342	4673
9993	23390
8688	83541
3383	79901
22913	29896
4291	79682
8772	9191
92840	222662
9791	10162
26608	84101
6667	6722
4642	11156
10106	23138
126859	222643
10099	59285
2697	6813
10152	112574
3688	5868
4291	10681
10465	11193
10181	114088
80179	388633
4867	84948
6768	10418
10075	27185
51224	80321
3846	56654
11040	84893
49856	338599
8994	84000
10948	255057
5901	343263
3164	8202
3185	6645
41	1800
2192	5796
7423	8829
5321	6462
11273	406889
5496	6195
10083	64854
4540	29074
8803	171483
4223	284257
10282	10652
6633	6637
2332	8997
4324	162514
8000	9122
10513	11167
29080	115106
254910	402117
3799	10397
55787	84643
23429	84733
7205	113179
3299	11051
358	256646
2026	4134
9351	55145
7417	115353
3480	8835
6607	337960
10335	80279
4172	55388
55294	60436
10607	81605
54819	84708
4869	7392
10403	150572
7627	494119
10464	220929
4223	10213
3801	353288
10285	60560
64411	116449
871	51602
2193	51614
1602	1633
9980	221937
1993	3183
1742	2066
5684	92359
3836	23383
2021	142683
3310	55030
7752	81565
6202	51263
2018	440686
84217	146705
8115	26993
9958	50628
23644	29942
79065	448834
3885	79959
63898	93621
10972	22820
85235	256006
7726	51428
64708	127833
483	613212
10241	51588
65243	125115
9666	407026
1472	6648
64927	256646
2011	346389
64794	92747
4283	81618
2885	51726
59	9240
5519	8473
4215	653499
2801	11151
201292	255330
55245	90506
9463	22924
3551	50813
5047	60485
2926	4609
9601	10912
7534	23373
7375	9463
3751	79734
9139	9530
11117	147841
84217	346673
29978	51297
400506	406890
4100	6280
5062	5894
54882	64127
187	1896
4791	92609
4609	93621
64864	171568
2623	84445
3064	91683
1473	1512
10385	56097
3064	653404
2805	9961
2275	79899
6911	29979
10762	259282
51068	81610
1240	10079
6790	7248
6156	6780
7321	55958
3305	10454
113246	113746
6667	23126
4352	23597
23244	153579
9093	27141
5925	116449
351	10352
3993	84612
11036	30012
7314	84749
27020	54919
8078	26994
4155	5594
10971	116987
80258	221184
2332	23380
3846	440021
6430	56829
22832	56925
4603	4691
4978	440021
6217	55342
6629	79618
1869	4692
10498	26206
79884	284756
1639	10540
5045	55690
51295	399947
7305	161424
23390	401296
328	4193
115727	147409
57017	79415
10133	29946
6925	493753
79025	84914
51258	55052
2355	10011
170506	406976
55761	84569
219402	100533181
2551	89882
1026	51412
3763	121793
2873	317719
26505	83755
6453	22905
23371	337963
382	5424
5411	9877
6554	94081
9662	54785
80790	90121
10403	149371
91526	140690
146279	345757
6401	7466
10590	11016
29986	100529063
1605	170572
3303	10152
143872	163259
2537	55254
25809	25941
3241	85291
3980	81847
4904	406951
6844	255043
1457	6689
51027	348093
5634	23269
7567	200894
6376	80255
11243	80230
26261	80011
51255	51364
9188	55299
7549	140564
6732	221120
4956	6676
4674	51119
2784	94235
4851	5300
56673	150572
5236	22976
90993	353137
6613	9994
129831	407014
1915	23170
8030	30832
7083	7375
379	5589
984	1962
2274	51455
5010	283232
2078	22827
7106	83899
9020	11331
64598	200894
79759	80742
373	1329
27350	79727
4223	390535
3105	4103
26240	386681
2908	6943
4301	9470
351	343035
4670	8848
84502	84726
5594	5899
7920	113878
1437	7541
6919	283385
8646	342132
4831	51191
6348	9883
6821	342574
467	1628
4113	115509
5817	83896
9453	653404
3104	27350
30832	203523
9530	55802
2742	130507
271	23133
8677	56674
10901	129868
4808	10565
6925	80308
774	6257
9553	51069
9530	254950
145282	146542
2104	84645
5671	6498
10542	23545
9063	200081
2065	5777
3157	81706
3012	64112
1039	57639
351	2185
496	192669
3024	23067
2099	2289
1437	65986
142	6118
6189	8969
51319	94104
3831	57511
56935	132204
2040	255043
3614	116138
8743	29919
8216	150209
23650	85302
5822	58491
1047	204962
8723	23456
10008	116841
4093	8665
8450	55070
51124	51227
3491	3693
578	160140
3093	55004
2077	9931
6429	7738
23451	574032
11126	54622
23513	27237
29911	283385
7532	9101
28988	57565
4644	103910
3221	54882
10445	55536
7020	10011
8260	134526
64778	159195
1269	50861
4141	407044
6194	84273
5441	5687
2956	5810
54977	80345
7337	203562
9950	11339
7189	79073
8740	51090
9129	56658
51614	284306
4361	339122
1956	7409
6256	9862
6835	84240
57689	148327
3717	7006
24147	27120
9055	116285
5784	23031
50512	645104
6223	63977
81892	342574
351	4976
10658	407049
1012	81671
6535	131601
55362	59350
54922	170954
11007	79843
10204	29082
3921	5058
7718	55633
10395	23286
6150	65005
51255	126969
9351	10464
998	7536
2353	114049
857	9040
2274	10542
2175	7203
51759	57154
4115	83878
104	55216
392	5879
1325	6753
23410	55183
832	55604
64976	116540
2494	8721
128674	337969
5080	10344
10174	63948
6746	60558
23251	199953
1837	23336
5966	23334
2703	6351
8562	64708
6142	134430
6657	60529
3880	440093
817	55140
54148	65008
1667	4017
145946	150483
5054	54557
1428	3963
7329	22903
23582	55957
8237	53615
11082	100505478
8612	133022
9833	81833
5955	7132
9223	51564
8930	157313
79133	374291
8879	10175
274	8554
6347	10344
2885	57190
5546	10459
8907	79165
9201	135295
8992	10423
4214	79870
3163	9001
6142	55133
54541	79901
8638	50809
207063	246243
10682	85025
54957	145226
3737	144404
6188	6208
6273	7837
55752	58489
10143	51501
23636	55704
2275	90288
5335	7783
331	7090
623	133022
29785	55527
29803	51053
8451	51514
7203	54461
9375	114571
55696	64599
5111	83932
522	5892
89944	146456
182	4853
2773	11063
6613	9169
9846	10420
1015	54510
55670	64211
56915	120379
7726	55506
1674	2023
116	6344
3172	8856
6143	54989
2993	80207
11166	494115
9908	407050
3191	406983
3921	9790
80169	84851
6637	10594
22871	54413
10320	116225
10477	89927
64976	100996717
25909	57122
2733	197407
567	642
23641	353134
4705	4718
9931	27252
9656	55256
7532	374654
402	4188
7005	245806
4086	7508
1024	7157
2705	83550
9258	60313
2931	6773
528	535
26995	54534
3382	4609
2815	4253
1398	57716
8451	54165
1201	126364
54971	124790
5128	10687
3265	11186
631	89927
51297	359710
115	1595
5966	6271
4204	55611
55628	284312
439	3489
3892	10020
5830	10669
23786	51390
3140	117248
9188	84154
8526	10606
1839	2261
5771	10972
7168	7169
3684	7920
54973	126868
150483	337878
1742	2801
9577	10165
4606	4626
65991	80346
5431	55011
25962	440563
8786	11140
3621	6297
